Timestamp,Title,Theme,Summary,last_price,previous price,T+1 return,T+3 return,T+5 return,T+10 return,previous T+1 return,previous T+3 return,previous T+5 return,previous T+10 return,volatility_weekly,volatility_monthly,volatility_annual,previous volatility_weekly,previous volatility_monthly,previous volatility_annual,T+3 return_normalized,volatility_annual_normalized,duration,duration_revised,duration_estimated
2020-04-17,Fall of Natural Gas Prices Speeds Energy Shift in East Asia,Gas Markets,"When natural gas became as cheap as coal in the U.S., it spawned an energy transformation that drove many companies out of business while generating opportunities for others. East Asia’s biggest economies are now going through the same upheaval.",2.186,2.388,-0.0845896147403685,-0.0697872340425532,-0.0697872340425532,-0.034025629695095,0.0437062937062937,0.0161702127659573,-0.005,0.0552364118426866,0.0792388793427934,0.466529808161282,1.1036343659391528,0.0359610900766906,0.4929666896871509,1.0961857857916306,-3.4032911830166164,-10.0,3.4032911830166164,5.8337733783689405,8.186357915158798
2020-04-20,Coronavirus Contract Disputes Start Hitting the Courts,U.S.,Companies are suspending or terminating business agreements by relying on a common but rarely invoked escape hatch in many commercial contracts.,2.175,2.186,-0.005032021957914,-0.0493881118881118,-0.0744680851063831,-0.0596627756160831,-0.0845896147403685,-0.0697872340425532,-0.0697872340425532,-0.034025629695095,0.0954662243911402,0.4289713443622371,1.1124471229414925,0.0792388793427934,0.466529808161282,1.1036343659391528,-3.0696011237280576,-9.987114248795896,3.0696011237280576,5.540398111803931,8.079825299016047
2020-04-21,Shell Delays $1 Billion North Sea Development,Business,"Royal Dutch Shell has postponed its Jackdaw natural-gas field development in the North Sea, as energy companies slash spending in response to plummeting prices.",2.04,2.175,-0.0620689655172412,-0.1457286432160803,-0.1319148936170212,-0.1366906474820143,-0.005032021957914,-0.0493881118881118,-0.0744680851063831,-0.0596627756160831,0.1306935346507069,0.3866602236714406,1.1231060545488356,0.0954662243911402,0.4289713443622371,1.1124471229414925,-4.6455452926648375,-9.971529075988188,4.6455452926648375,6.815823715931066,8.548998294728168
2020-04-27,Ship Orders Crash as Coronavirus Takes a Toll on Seaborne Trade,Logistics Report,"The economic fallout from coronavirus restrictions helped cut investment in shipbuilding to its lowest level in 11 years in the first quarter, with work at Asian shipyards nearly halted and owners holding back on orders as global demand for goods nosedived.",1.9,1.925,-0.0129870129870131,-0.05,-0.1264367816091953,-0.1914893617021277,-0.0067079463364292,-0.0563725490196078,-0.1193961573650502,-0.1808510638297872,0.0576784188365039,0.2225881847677076,1.1677863259612222,0.1005947314698075,0.2437215429016912,1.156816804479776,-3.079610426029798,-9.906198911886417,3.079610426029798,5.549423777321207,8.057856209289234
2020-05-21,A Natural Gas Exec Turned His Colorado Ranch Into a ‘Mini Country Club.’ Now He’s Selling It for $220 Million.,Homes,"Egypt-born entrepreneur Charif Souki invested many millions into the 813-acre property, which includes a gym, a clubhouse and seven homes.",2.125,2.173,-0.0220892774965485,-0.1101340033500837,-0.1138448707256046,0.0493827160493827,-0.0621493310315063,-0.0804062632247143,-0.1130612244897959,0.0730864197530865,0.1174359399821831,0.2203983838806599,1.276431111500736,0.092020106495822,0.2207885650896576,1.26906592452729,-4.063286046540698,-9.747341737484147,4.063286046540698,6.374390987804794,8.309821834439306
2020-05-28,Global Glut Keeps a Lid on Natural-Gas Prices,Oil Markets,"Mild May weather has limited domestic demand, brimming storage facilities abroad have reduced exports and the flow from oil wells hasn’t declined by as much as expected.",1.938,1.913,0.0130684788290642,0.0270270270270269,-0.1081454210768523,-0.2089795918367347,0.0132415254237288,-0.0997647058823529,-0.1743634009495037,-0.2153404429860541,0.0999384810745007,0.2298781457705777,1.311738285669993,0.1399971428261353,0.2303565869277762,1.3033049702063968,-1.819597714655659,-9.69571663742247,1.819597714655659,4.265674289787793,7.587922756617297
2020-05-29,Natural Gas Is Losing Its Shine for Ship Operators,Shipping Matters,"The pandemic is hitting the market for natural gas hard, undercutting hopes for a rich new vein for profits on the water. It is making the business of transporting liquefied natural gas look more like other sectors that have been sending operators of oceangoing cargo ships through wild peaks and valleys.",1.938,1.938,0.0,0.0264830508474576,-0.088,-0.1918265221017515,0.0130684788290642,0.0270270270270269,-0.1081454210768523,-0.2089795918367347,0.0252527226151156,0.2283598038144133,1.320039116467188,0.0999384810745007,0.2298781457705777,1.311738285669993,-1.8284961095099934,-9.683579409491228,1.8284961095099934,4.27609180152858,7.5868555802128
2020-06-04,America’s Natural-Gas Woes Are Imported,Heard on the Street,Natural-gas inventories are bulging before summer has begun and neither domestic supply nor demand is the reason.,2.025,2.024,0.0004940711462451,0.0448916408668731,0.0448916408668731,-0.068108605614358,-0.0004938271604937,0.04437564499484,0.0580240460010454,-0.126456624946051,0.0474710438002033,0.1999460284273643,1.350462312279339,0.0473793203779849,0.2073218684582454,1.3431336927253317,-1.5273672938437706,-9.639095517337495,1.5273672938437706,3.908154671764886,7.4721023852665684
2020-06-15,"As Turkey Shunned Russian Gas, Its Companies Amassed Debt",World,"A string of Turkish companies have accumulated debt of about $2 billion to Russian state energy giant PAO Gazprom, according to people familiar with the matter, liability that could hinder Ankara’s drive to reduce its reliance on Russian natural gas, in part by boosting imports from the U.S.",2.1,2.1,0.0,-0.0232558139534883,0.024390243902439,0.0835913312693499,-0.0232558139534883,0.0,0.0370370370370372,0.0835913312693499,0.0273861278659278,0.1463236139457784,1.3959353453720489,0.0418330013205881,0.1622490736581178,1.3897625753606748,-2.642127432402953,-9.572606200682886,2.642127432402953,5.140162869406915,7.814964373906589
2020-06-30,"Shell Takes $22 Billion Write-Down, Expecting Lower Oil and Gas Prices",Commodities,Royal Dutch Shell is writing down the value of its assets by up to $22 billion because of lower energy prices following the demand-sapping coronavirus pandemic.,2.15,2.125,0.0117647058823529,0.0238095238095237,0.0117647058823529,-0.0337078651685394,0.0,0.0,-0.011627906976744,0.0119047619047618,0.0176776695152155,0.0600113084427951,1.4521123654643946,0.01118033986464,0.070771698661901,1.447646135704025,-1.8722298245710345,-9.490465832565874,1.8722298245710345,4.326927113519518,7.537471610937221
