Timestamp,Title,Theme,Summary,last_price,previous price,T+1 return,T+3 return,T+5 return,T+10 return,previous T+1 return,previous T+3 return,previous T+5 return,previous T+10 return,volatility_weekly,volatility_monthly,volatility_annual,previous volatility_weekly,previous volatility_monthly,previous volatility_annual
2020-04-17,Fall of Natural Gas Prices Speeds Energy Shift in East Asia,Gas Markets,"When natural gas became as cheap as coal in the U.S., it spawned an energy transformation that drove many companies out of business while generating opportunities for others. East Asia’s biggest economies are now going through the same upheaval.",2.186,2.388,-0.08458961474036852,-0.06978723404255327,-0.06978723404255327,-0.03402562969509504,0.04370629370629375,0.016170212765957315,-0.0050000000000000044,0.055236411842686683,0.07923887934279346,0.466529808161282,1.1036343659391528,0.03596109007669067,0.4929666896871509,1.0961857857916306
2020-04-20,Coronavirus Contract Disputes Start Hitting the Courts,U.S.,Companies are suspending or terminating business agreements by relying on a common but rarely invoked escape hatch in many commercial contracts.,2.175,2.186,-0.005032021957914079,-0.049388111888111874,-0.07446808510638314,-0.05966277561608313,-0.08458961474036852,-0.06978723404255327,-0.06978723404255327,-0.03402562969509504,0.09546622439114026,0.4289713443622371,1.1124471229414923,0.07923887934279346,0.466529808161282,1.1036343659391528
2020-04-21,Shell Delays $1 Billion North Sea Development,Business,"Royal Dutch Shell has postponed its Jackdaw natural-gas field development in the North Sea, as energy companies slash spending in response to plummeting prices.",2.04,2.175,-0.06206896551724128,-0.14572864321608037,-0.13191489361702124,-0.13669064748201432,-0.005032021957914079,-0.049388111888111874,-0.07446808510638314,-0.05966277561608313,0.13069353465070693,0.38666022367144065,1.1231060545488356,0.09546622439114026,0.4289713443622371,1.1124471229414923
2020-04-27,Ship Orders Crash as Coronavirus Takes a Toll on Seaborne Trade,Logistics Report,"The economic fallout from coronavirus restrictions helped cut investment in shipbuilding to its lowest level in 11 years in the first quarter, with work at Asian shipyards nearly halted and owners holding back on orders as global demand for goods nosedived.",1.9,1.925,-0.012987012987013102,-0.050000000000000044,-0.12643678160919536,-0.19148936170212771,-0.006707946336429238,-0.056372549019607865,-0.11939615736505027,-0.18085106382978722,0.057678418836503965,0.22258818476770764,1.1677863259612222,0.10059473146980753,0.2437215429016912,1.156816804479776
2020-05-21,A Natural Gas Exec Turned His Colorado Ranch Into a ‘Mini Country Club.’ Now He’s Selling It for $220 Million.,Homes,"Egypt-born entrepreneur Charif Souki invested many millions into the 813-acre property, which includes a gym, a clubhouse and seven homes.",2.125,2.173,-0.022089277496548543,-0.11013400335008372,-0.11384487072560467,0.04938271604938271,-0.06214933103150633,-0.08040626322471434,-0.11306122448979594,0.0730864197530865,0.11743593998218314,0.22039838388065996,1.276431111500736,0.09202010649582201,0.2207885650896576,1.26906592452729
2020-05-28,Global Glut Keeps a Lid on Natural-Gas Prices,Oil Markets,"Mild May weather has limited domestic demand, brimming storage facilities abroad have reduced exports and the flow from oil wells hasn’t declined by as much as expected.",1.938,1.913,0.013068478829064256,0.027027027027026973,-0.10814542107685232,-0.20897959183673476,0.013241525423728806,-0.09976470588235298,-0.17436340094950376,-0.21534044298605415,0.09993848107450076,0.22987814577057772,1.311738285669993,0.13999714282613535,0.23035658692777622,1.3033049702063968
2020-05-29,Natural Gas Is Losing Its Shine for Ship Operators,Shipping Matters,"The pandemic is hitting the market for natural gas hard, undercutting hopes for a rich new vein for profits on the water. It is making the business of transporting liquefied natural gas look more like other sectors that have been sending operators of oceangoing cargo ships through wild peaks and valleys.",1.938,1.938,0.0,0.026483050847457612,-0.08800000000000008,-0.19182652210175155,0.013068478829064256,0.027027027027026973,-0.10814542107685232,-0.20897959183673476,0.025252722615115693,0.22835980381441334,1.320039116467188,0.09993848107450076,0.22987814577057772,1.311738285669993
2020-06-04,America’s Natural-Gas Woes Are Imported,Heard on the Street,Natural-gas inventories are bulging before summer has begun and neither domestic supply nor demand is the reason.,2.025,2.024,0.000494071146245112,0.04489164086687314,0.04489164086687314,-0.06810860561435805,-0.0004938271604937317,0.044375644994840036,0.05802404600104549,-0.12645662494605103,0.047471043800203366,0.19994602842736434,1.3504623122793393,0.047379320377984924,0.20732186845824546,1.3431336927253317
2020-06-15,"As Turkey Shunned Russian Gas, Its Companies Amassed Debt",World,"A string of Turkish companies have accumulated debt of about $2 billion to Russian state energy giant PAO Gazprom, according to people familiar with the matter, liability that could hinder Ankara’s drive to reduce its reliance on Russian natural gas, in part by boosting imports from the U.S.",2.1,2.1,0.0,-0.023255813953488302,0.024390243902439046,0.08359133126934992,-0.023255813953488302,0.0,0.0370370370370372,0.08359133126934992,0.027386127865927864,0.1463236139457784,1.3959353453720489,0.04183300132058818,0.16224907365811783,1.3897625753606748
2020-06-30,"Shell Takes $22 Billion Write-Down, Expecting Lower Oil and Gas Prices",Commodities,Royal Dutch Shell is writing down the value of its assets by up to $22 billion because of lower energy prices following the demand-sapping coronavirus pandemic.,2.15,2.125,0.0117647058823529,0.023809523809523725,0.0117647058823529,-0.03370786516853941,0.0,0.0,-0.011627906976744096,0.011904761904761862,0.01767766951521551,0.06001130844279519,1.4521123654643946,0.01118033986464005,0.07077169866190106,1.447646135704025
